driver_id,driver_name,age,experience_years,license_type,employment_type,home_province,performance_rating
D02359,Zanele Mthembu,41,29.0,Code 10,Contract,Northern Cape,2.44
D02360,Lerato Williams,40,11.0,Code 10,Contract,KwaZulu-Natal,3.1
D02361,Lwazi Mkhize,41,3.0,Code 10,Contract,Eastern Cape,4.38
D02362,Ayanda Modise,60,6.0,Code 14,Contract,Gauteng,2.79
D02363,Zanele Molefe,63,0.0,Code 14,Permanent,North West,3.18
D02364,Precious Maseko,42,16.0,Code 14,Permanent,KwaZulu-Natal,4.09
D02365,Zanele Ngcobo,63,18.0,Code 10,Permanent,North West,3.08
D02366,Nomsa Mkhize,57,11.0,Code 14,Permanent,KwaZulu-Natal,3.42
D02367,Lwazi Pillay,57,23.0,Code 14,Permanent,Western Cape,3.86
D02368,Busisiwe Mkhize,30,14.0,Code 8,Contract,Eastern Cape,4.0
D02369,Thabo Maseko,40,29.0,Code 10,Permanent,Free State,3.07
D02370,Ayanda Mokoena,36,23.0,Code 8,Permanent,Free State,3.9
D02371,Siyabonga Adams,25,2.0,Code 8,Permanent,Northern Cape,4.08
D02372,Lerato Moyo,24,8.0,Code 8,Permanent,Free State,2.91
D02373,Sibusiso Molefe,48,23.0,Code 10,Permanent,North West,3.95
D02374,Ayanda Nkosi,39,16.0,Code 8,Permanent,Eastern Cape,3.3
D02375,Sipho Cele,57,23.0,Code 8 ,Contract,Gauteng,3.89
D02376,Sibusiso Adams,50,10.0,Code 8,Contract,Free State,4.31
D02377,Bongani Moyo,24,1.0,Code 10,Permanent,Limpopo,3.68
D02378,Nomsa Botha,57,24.0,Code 14,Permanent,Eastern Cape,4.44
D02379,Lerato Botha,42,24.0,Code 14,Permanent,Mpumalanga,4.35
D02380,Sipho Ngcobo,45,19.0,Code 10,Permanent,Northern Cape,4.44
D02381,Busisiwe Pillay,63,12.0,Code 8,Permanent,Western Cape,4.08
D02382,Siyabonga Molefe,49,0.0,Code 14,Permanent,Western Cape,4.57
D02383,Nomsa Cele,21,22.0,Code 8,Permanent,KwaZulu-Natal,4.07
D02384,Lwazi Mokoena,28,20.0,Code 14,Permanent,Limpopo,2.63
D02385,Lwazi Dlamini,39,20.0,Code 10,Permanent,Western Cape,3.25
D02386,Nandi Van Wyk,22,5.0,Code 10,Contract,Gauteng,3.65
D02387,Ayanda Botha,28,22.0,Code 8,Permanent,Eastern Cape,3.74
D02388,Lerato Mabena,55,22.0,Code 8,Permanent,Eastern Cape,4.05
D02389,Bongani Dlamini,27,26.0,Code 10,Permanent,North West,3.24
D02390,Nandi Mthembu,28,17.0,Code 10,Contract,Free State,5.0
D02391,Lwazi Mthembu,43,22.0,Code 14,Permanent,North West,3.73
D02392,Mpho Adams,25,12.0,Code 10,Permanent,Mpumalanga,3.79
D02393,Amanda Mokoena,32,21.0,Code 10,Permanent,Eastern Cape,3.33
D02394,Themba Nkosi,62,21.0,Code 8,Permanent,Northern Cape,3.1
D02395,Sibusiso Van Wyk,48,24.0,Code 10,Contract,North West,3.71
D02396,Ayanda Maseko,63,26.0,Code 8,Permanent,Free State,3.82
D02397,Karabo Williams,36,0.0,Code 10,Permanent,North West,3.74
D02398,Siyabonga Zulu,48,24.0,Code 10,Permanent,KwaZulu-Natal,4.96
D02399,Thabo Mkhize,31,24.0,Code 14,Permanent,Gauteng,3.71
D02400,Amanda Mokoena,37,16.0,Code 10,Permanent,North West,3.74
D02401,Busisiwe Van Wyk,28,16.0,Code 8,Permanent,North West,4.37
D02402,Lerato Mthembu,57,22.0,Code 14,Permanent,Gauteng,3.68
D02403,Tshepo Adams,29,14.0,Code 10,Contract,Mpumalanga,4.18
D02404,Sipho Mabena,30,12.0,Code 10,Permanent,Free State,2.9
D02405,Lerato Williams,41,24.0,Code 10,Permanent,Limpopo,2.91
D02406,Sipho Ngcobo,39,24.0,Code 14,Contract,North West,3.89
D02407,Zanele Khumalo,34,6.0,Code 8,Contract,Gauteng,3.64
D02408,Themba Williams,36,25.0,Code 10,Permanent,Eastern Cape,3.23
D02409,Sibusiso Pillay,33,10.0,Code 14,Permanent,KwaZulu-Natal,3.89
D02410,Sipho Cele,61,4.0,Code 8,Permanent,Limpopo,3.95
D02411,Nomsa Mahlangu,46,27.0,Code 14,Contract,Gauteng,3.3
D02412,Siyabonga Mahlangu,61,7.0,Code 10,Permanent,Gauteng,3.44
D02413,Mandla Cele,64,6.0,Code 8,Contract,Mpumalanga,3.95
D02414,Tshepo Nkosi,49,8.0,Code 8,Permanent,Western Cape,3.09
D02415,Sipho Nkosi,57,15.0,Code 14,Permanent,Eastern Cape,3.38
D02416,Karabo Nkosi,25,5.0,Code 14,Permanent,Northern Cape,4.17
D02417,Busisiwe Dlamini,62,4.0,Code 8,Permanent,Northern Cape,3.78
D02418,Bongani Modise,42,12.0,Code 8,Permanent,Gauteng,3.47
D02419,Sipho Molefe,52,6.0,Code 8,Contract,Northern Cape,3.17
D02420,Mandla Khumalo,31,5.0,Code 8,Permanent,Eastern Cape,3.09
D02421,Sibusiso Khumalo,25,28.0,Code 10,Contract,Gauteng,3.71
D02422,Thabo Moyo,59,18.0,Code 8,Permanent,Free State,5.0
D02423,Ayanda Cele,40,0.0,Code 8,Permanent,Free State,4.2
D02424,Sibusiso Zulu,27,3.0,Code 8,Permanent,Eastern Cape,2.87
D02425,Lerato Sithole,49,25.0,Code 10,Permanent,Eastern Cape,4.3
D02426,Lwazi Mthembu,23,8.0,Code 10,Permanent,Western Cape,3.27
D02427,Zanele Zulu,40,4.0,Code 10,Contract,KwaZulu-Natal,3.8
D02428,Amanda Molefe,51,20.0,Code 10,Permanent,Gauteng,3.39
D02429,Lerato Botha,52,25.0,Code 14,Permanent,Northern Cape,5.0
D02430,Precious Ndlovu,40,12.0,Code 10,Permanent,Free State,3.01
D02431,Amanda Ngcobo,37,23.0, Code 14,Permanent,Free State,4.02
D02432,Karabo Williams,57,13.0,Code 10,Permanent,Eastern Cape,3.32
D02433,Amanda Van Wyk,29,3.0,Code 8,Permanent,North West,4.32
D02434,Nomsa Mabena,24,24.0,Code 14,Permanent,North West,4.01
D02435,Karabo Molefe,27,28.0,Code 10,Contract,Mpumalanga,4.68
D02436,Mandla Mahlangu,56,30.0,Code 10,Permanent,KwaZulu-Natal,4.3
D02437,Lwazi Molefe,41,,Code 8,Permanent,KwaZulu-Natal,3.31
D02438,Zanele Pillay,22,17.0,Code 10,Permanent,Northern Cape,5.0
D02439,Bongani Zulu,28,19.0,Code 14,Permanent,Northern Cape,4.19
D02440,Zanele Pillay,22,2.0,Code 8,Contract,KwaZulu-Natal,3.41
D02441,Mpho Pillay,56,29.0,Code 8,Contract,Eastern Cape,3.94
D02442,Mandla Modise,41,,Code 8,Contract,KwaZulu-Natal,4.24
D02443,Mandla Mahlangu,23,8.0,Code 10,Contract,North West,4.21
D02444,Nandi Moyo,30,30.0,Code 14,Permanent,Northern Cape,4.15
D02445,Karabo Sithole,48,17.0,Code 10,Permanent,North West,4.48
D02446,Nandi Jacobs,47,21.0,Code 14,Permanent,North West,4.41
D02447,Tshepo Pillay,57,15.0,Code 10,Contract,Eastern Cape,3.21
D02448,Precious Botha,22,23.0,Code 10,Contract,KwaZulu-Natal,5.0
D02449,Zanele Cele,24,2.0,Code 8,Permanent,Northern Cape,5.0
D02450,Sipho Botha,22,20.0,Code 8,Permanent,Eastern Cape,4.36
D02451,Busisiwe Mahlangu,38,2.0,Code 10,Permanent,Gauteng,3.83
D02452,Lwazi Cele,52,5.0,Code 8,Contract,North West,3.84
D02453,Ayanda Cele,50,15.0,Code 8,Permanent,Free State,3.57
D02454,Nomsa Jacobs,30,13.0,Code 14,Permanent,Western Cape,3.66
D02455,Mandla Naidoo,49,4.0,Code 10,Permanent,Northern Cape,2.27
D02456,Sipho Ndlovu,49,24.0,Code 8,Permanent,KwaZulu-Natal,4.87
D02457,Tshepo Botha,29,9.0,Code 10,Permanent,KwaZulu-Natal,4.62
D02458,Siyabonga Williams,53,26.0,Code 10,Permanent,Free State,2.63
D02459,Thabo Mthembu,39,0.0,Code 14,Contract,KwaZulu-Natal,4.42
D02460,Precious Moyo,23,7.0,Code 10,Permanent,North West,3.79
D02461,Precious Pillay,38,9.0,Code 8,Contract,Mpumalanga,3.66
D02462,Nandi Mthembu,54,18.0,Code 8,Permanent,Limpopo,4.14
D02463,Busisiwe Cele,51,12.0,Code 8,Permanent,Gauteng,2.58
D02464,Sibusiso Van Wyk,32,4.0,Code 10,Permanent,Free State,3.79
D02465,Sibusiso Nkosi,54,17.0,Code 10,Permanent,KwaZulu-Natal,3.86
D02466,Sibusiso Modise,38,29.0,Code 10,Permanent,Northern Cape,3.86
D02467,Karabo Ngcobo,41,4.0,Code 10,Permanent,North West,2.84
D02468,Themba Molefe,24,7.0,Code 8,Permanent,Gauteng,4.11
D02469,Nandi Mahlangu,64,14.0,Code 8,Permanent,Free State,4.54
D02470,Amanda Mabena,57,22.0,Code 8,Contract,North West,4.09
D02471,Karabo Jacobs,29,4.0,Code 10,Permanent,Free State,3.64
D02472,Amanda Modise,45,7.0,Code 10,Permanent,Gauteng,5.0
D02473,Kagiso Mokoena,55,7.0,Code 14,Permanent,Gauteng,3.15
D02474,Nandi Moyo,43,19.0,Code 8,Permanent,Mpumalanga,4.34
D02475,Tshepo Mabena,30,2.0,Code 10,Contract,Free State,3.97
D02476,Lwazi Khumalo,63,20.0,Code 8,Permanent,Free State,5.0
D02477,Mpho Modise,32,13.0,Code 10,Contract,KwaZulu-Natal,4.07
D02478,Zanele Mahlangu,35,10.0,Code 8,Contract,KwaZulu-Natal,4.22
D02479,Mandla Naidoo,37,26.0,Code 10,Permanent,Eastern Cape,4.15
D02480,Precious Jacobs,60,25.0,Code 8,Permanent,Free State,3.06
D02481,Nandi Dlamini,43,24.0,Code 8,Permanent,Free State,3.19
D02482,Zanele Molefe,52,27.0,Code 10,Contract,North West,3.61
D02483,Mpho Jacobs,60,7.0,Code 10,Permanent,Gauteng,4.47
D02484,Busisiwe Zulu,61,26.0,Code 10,Permanent,Free State,3.96
D02485,Nandi Dlamini,58,5.0,Code 8,Permanent,KwaZulu-Natal,3.66
D02486,Precious Dlamini,60,10.0,Code 14,Contract,Western Cape,4.76
D02487,Nandi Botha,62,,Code 8,Permanent,Eastern Cape,2.41
D02488,Lwazi Khumalo,64,23.0,Code 10,Permanent,Western Cape,2.89
D02489,Mandla Mthembu,49,17.0,Code 14,Permanent,Eastern Cape,2.05
D02490,Lwazi Mkhize,26,17.0,Code 10,Contract,Limpopo,4.65
D02491,Lerato Mthembu,25,11.0,Code 8,Contract,Eastern Cape,3.73
D02492,Nandi Pillay,56,18.0,Code 10,Permanent,Mpumalanga,4.48
D02493,Bongani Mkhize,34,14.0,Code 8,Permanent,KwaZulu-Natal,3.72
D02494,Lerato Pillay,56,14.0,Code 10,Permanent,Eastern Cape,4.52
D02495,Lwazi Cele,62,18.0,Code 10,Permanent,North West,3.71
D02496,Nomsa Williams,49,18.0,Code 14,Permanent,KwaZulu-Natal,4.09
D02497,Bongani Pillay,54,10.0,Code 14,Permanent,Free State,3.98
D02498,Kagiso Sithole,33,4.0,Code 8,Contract,Mpumalanga,4.04
D02499,Mandla Dlamini,40,9.0,Code 8,Permanent,Eastern Cape,4.98
D02500,Nandi Nkosi,63,12.0,Code 10,Permanent,KwaZulu-Natal,2.66
D02501,Siyabonga Khumalo,56,4.0,Code 10,Permanent,Mpumalanga,3.75
D02502,Ayanda Dlamini,29,5.0,Code 10,Permanent,Western Cape,3.94
D02503,Tshepo Nkosi,62,29.0,Code 10,Permanent,KwaZulu-Natal,3.83
D02504,Precious Mokoena,42,8.0,Code 10,Permanent,Eastern Cape,3.52
D02505,Tshepo Ndlovu,58,22.0,Code 14,Permanent,Gauteng,3.43
D02506,Tshepo Zulu,43,3.0,Code 10,Permanent,Free State,4.87
D02507,Bongani Mabena,47,30.0,Code 8,Contract,Limpopo,3.75
D02508,Mpho Mokoena,28,6.0,Code 8,Contract,Northern Cape,5.0
D02509,Bongani Nkosi,35,12.0,Code 10,Permanent,Limpopo,4.17
D02510,Karabo Dlamini,52,24.0,Code 8 ,Permanent,Limpopo,3.6
D02511,Mandla Ndlovu,58,6.0,Code 8,Permanent,Mpumalanga,4.19
D02512,Amanda Khumalo,24,17.0,Code 8,Contract,Gauteng,3.88
D02513,Nomsa Ngcobo,24,24.0,Code 10,Contract,Free State,4.74
D02514,Precious Pillay,51,0.0,Code 14,Permanent,North West,2.98
D02515,Sipho Williams,40,0.0,Code 10,Permanent,Gauteng,2.54
D02516,Busisiwe Pillay,58,24.0,code 8,Permanent,KwaZulu-Natal,4.05
D02517,Mandla Naidoo,24,8.0,Code 10,Permanent,Gauteng,4.38
D02518,Lerato Modise,36,28.0,Code 10,Permanent,Northern Cape,
D02519,Busisiwe Nkosi,22,28.0,Code 14,Permanent,Eastern Cape,4.27
D02520,Amanda Botha,52,27.0,Code 10,Permanent,KwaZulu-Natal,4.17
D02521,Karabo Modise,58,30.0,Code 10,Permanent,North West,2.76
D02522,Nandi Mkhize,27,25.0,Code 14,Permanent,Northern Cape,4.0
D02523,Sipho Van Wyk,35,11.0,Code 10,Permanent,Western Cape,4.72
D02524,Amanda Khumalo,58,30.0,Code 8,Contract,North West,3.92
D02525,Amanda Maseko,22,10.0,Code 10,Permanent,Mpumalanga,2.88
D02526,Precious Mkhize,62,18.0,Code 10,Permanent,North West,3.57
D02527,Mandla Molefe,60,0.0,Code 10,Contract,Western Cape,4.19
D02528,Thabo Ndlovu,27,29.0,Code 14,Permanent,Western Cape,5.0
D02529,Themba Adams,27,18.0,Code 8,Permanent,Eastern Cape,2.43
D02530,Thabo Ngcobo,51,29.0,Code 10,Permanent,North West,4.05
D02531,Amanda Zulu,21,10.0,Code 8,Permanent,Free State,3.15
D02532,Busisiwe Sithole,43,9.0,Code 8,Contract,Mpumalanga,4.16
D02533,Amanda Moyo,23,16.0,Code 10,Permanent,KwaZulu-Natal,4.21
D02534,Precious Ngcobo,44,26.0,Code 14,Permanent,Eastern Cape,3.64
D02535,Lerato Ndlovu,36,17.0,Code 10,Permanent,North West,4.24
D02536,Thabo Nkosi,52,24.0,Code 8,Contract,Free State,4.6
D02537,Lwazi Khumalo,59,6.0,Code 8,Contract,North West,3.68
D02538,Kagiso Jacobs,42,24.0,Code 10,Permanent,Limpopo,2.86
D02539,Nomsa Botha,49,22.0,Code 10,Permanent,Gauteng,4.8
D02540,Siyabonga Van Wyk,47,27.0,Code 14,Permanent,Northern Cape,
D02541,Ayanda Pillay,64,1.0,Code 10,Permanent,Northern Cape,4.19
D02542,Zanele Williams,31,11.0,Code 14,Permanent,North West,3.32
D02543,Ayanda Ngcobo,31,2.0,Code 14,Permanent,Free State,4.49
D02544,Zanele Pillay,37,12.0,Code 10,Permanent,Eastern Cape,5.0
D02545,Zanele Mthembu,53,23.0,Code 10,Contract,KwaZulu-Natal,3.72
D02546,Thabo Mabena,59,19.0,Code 10,Permanent,Limpopo,3.87
D02547,Precious Mkhize,33,23.0,Code 14,Permanent,KwaZulu-Natal,3.05
D02548,Tshepo Dlamini,25,22.0,Code 10,Contract,Gauteng,3.3
D02549,Amanda Mkhize,47,30.0,Code 10,Permanent,Western Cape,3.05
D02550,Lwazi Adams,47,27.0,Code 10,Permanent,Eastern Cape,3.89
D02551,Siyabonga Mahlangu,37,18.0,Code 10,Permanent,North West,3.56
D02552,Siyabonga Mkhize,29,27.0,Code 14,Permanent,North West,4.06
D02553,Mandla Nkosi,58,1.0,Code 14,Permanent,North West,3.18
D02554,Nandi Nkosi,58,22.0,Code 8,Permanent,Limpopo,3.68
D02555,Siyabonga Khumalo,53,16.0,Code 8,Permanent,North West,3.13
D02556,Precious Zulu,46,29.0,Code 14,Permanent,North West,3.93
D02557,Lerato Botha,32,15.0,Code 10,Contract,North West,2.66
D02558,Mpho Modise,38,5.0,Code 14,Permanent,Free State,3.91
D02559,Busisiwe Pillay,24,22.0,Code 8,Permanent,Western Cape,3.6
D02560,Nomsa Naidoo,31,29.0,Code 14,Permanent,Eastern Cape,3.93
D02561,Sibusiso Naidoo,40,0.0,Code 10,Permanent,North West,2.64
D02562,Tshepo Cele,40,1.0,Code 8,Permanent,Mpumalanga,4.26
D02563,Sipho Ngcobo,24,20.0,Code 8,Permanent,Western Cape,3.59
D02564,Zanele Naidoo,63,17.0,Code 10,Permanent,Western Cape,3.95
D02565,Ayanda Williams,32,17.0,Code 8,Permanent,Limpopo,2.49
D02566,Bongani Sithole,43,2.0,code 14,Permanent,Northern Cape,2.93
D02567,Ayanda Mkhize,41,17.0,Code 10,Contract,Mpumalanga,3.53
D02568,Mandla Cele,41,17.0,Code 10,Permanent,Northern Cape,4.76
D02569,Lerato Nkosi,58,26.0,Code 8,Contract,Western Cape,4.17
D02570,Mandla Nkosi,53,12.0,Code 14,Permanent,North West,3.89
D02571,Tshepo Ndlovu,59,10.0,Code 10,Permanent,Gauteng,3.15
D02572,Siyabonga Ngcobo,37,2.0,Code 14,Permanent,North West,3.03
D02573,Siyabonga Adams,32,17.0,Code 14,Contract,Northern Cape,3.99
D02574,Nomsa Jacobs,39,20.0,Code 10,Permanent,Free State,4.29
D02575,Amanda Moyo,45,8.0,Code 14,Contract,Free State,3.95
D02576,Precious Dlamini,35,22.0,Code 10,Permanent,Free State,5.0
D02577,Mandla Williams,41,29.0,Code 10,Permanent,Free State,3.32
D02578,Siyabonga Botha,27,5.0,Code 8,Contract,North West,3.93
D02579,Precious Ngcobo,46,17.0,Code 8,Contract,KwaZulu-Natal,2.61
D02580,Nandi Nkosi,52,21.0,Code 10,Contract,KwaZulu-Natal,3.95
D02581,Sipho Mahlangu,44,0.0,Code 8,Permanent,Northern Cape,4.83
D02582,Sipho Jacobs,59,5.0,Code 10,Contract,North West,3.07
D02583,Nandi Van Wyk,64,12.0,Code 14,Permanent,Free State,4.39
D02584,Karabo Pillay,60,4.0,Code 10,Contract,Gauteng,4.81
D02585,Bongani Mabena,25,11.0,Code 8,Contract,Northern Cape,3.32
D02586,Zanele Pillay,59,4.0,Code 10,Permanent,North West,4.13
D02587,Ayanda Ndlovu,35,27.0,Code 8,Permanent,KwaZulu-Natal,4.91
D02588,Precious Naidoo,40,18.0,Code 14,Permanent,Free State,3.96
D02589,Themba Ndlovu,39,10.0,Code 10,Contract,Eastern Cape,4.35
D02590,Mandla Moyo,33,24.0,Code 10,Contract,North West,2.56
D02591,Kagiso Maseko,59,0.0,Code 10,Contract,Mpumalanga,
D02592,Themba Mabena,49,18.0,Code 10,Contract,Free State,4.16
D02593,Amanda Mahlangu,63,21.0,Code 8,Permanent,Northern Cape,2.87
D02594,Sibusiso Adams,63,25.0,Code 8,Contract,Limpopo,3.12
D02595,Amanda Pillay,39,6.0,Code 10,Permanent,Free State,4.22
D02596,Nandi Jacobs,52,18.0,Code 14,Permanent,Northern Cape,3.59
D02597,Sipho Mabena,43,23.0,Code 8,Permanent,Free State,4.58
D02598,Sibusiso Molefe,42,24.0,Code 8,Permanent,Eastern Cape,4.02
D02599,Sipho Ndlovu,53,5.0,Code 8,Permanent,Eastern Cape,3.84
D02600,Sipho Nkosi,51,30.0,Code 10,Contract,Gauteng,3.68
D02601,Siyabonga Mabena,61,8.0,Code 8,Permanent,KwaZulu-Natal,4.0
D02602,Tshepo Ngcobo,54,12.0,Code 14,Contract,Western Cape,4.36
D02603,Ayanda Mabena,48,5.0,Code 8,Permanent,Mpumalanga,4.17
D02604,Karabo Nkosi,61,4.0,Code 10,Contract,Limpopo,3.5
D02605,Lerato Modise,25,7.0,Code 8,Permanent,Northern Cape,4.67
D02606,Mpho Mahlangu,54,4.0,Code 10,Contract,Limpopo,4.26
D02607,Kagiso Van Wyk,38,22.0,Code 8,Permanent,Western Cape,4.07
D02608,Lwazi Sithole,40,18.0,Code 10,Permanent,Limpopo,3.86
D02609,Kagiso Ngcobo,55,12.0,Code 14,Permanent,Gauteng,4.15
D02610,Siyabonga Naidoo,33,16.0,Code 8,Permanent,Western Cape,2.52
D02611,Lerato Nkosi,59,18.0,Code 14,Permanent,Limpopo,3.97
D02612,Thabo Molefe,42,,Code 8,Permanent,Western Cape,4.95
D02613,Amanda Sithole,36,9.0,Code 10,Permanent,Eastern Cape,3.95
D02614,Bongani Botha,35,27.0,Code 10,Contract,Northern Cape,3.86
D02615,Bongani Khumalo,39,0.0,Code 8,Permanent,KwaZulu-Natal,3.38
D02616,Zanele Ngcobo,62,29.0,Code 10,Permanent,Mpumalanga,4.14
D02617,Sibusiso Jacobs,25,29.0,Code 8,Permanent,Eastern Cape,3.66
D02618,Busisiwe Jacobs,43,7.0,Code 10,Permanent,Gauteng,4.72
D02619,Precious Ngcobo,57,9.0,Code 10,Permanent,Gauteng,3.2
D02620,Nomsa Ndlovu,41,6.0,Code 14,Permanent,Western Cape,3.48
D02621,Themba Dlamini,45,17.0,Code 8,Permanent,Gauteng,3.38
D02622,Busisiwe Cele,36,6.0,Code 14,Permanent,Gauteng,5.0
D02623,Sipho Botha,26,24.0,Code 8,Permanent,North West,3.67
D02624,Nandi Dlamini,49,12.0,Code 10,Permanent,North West,3.42
D02625,Tshepo Maseko,61,29.0,Code 8,Permanent,Eastern Cape,2.34
D02626,Themba Jacobs,43,26.0,Code 8,Permanent,Mpumalanga,3.16
D02627,Sipho Dlamini,40,12.0,Code 8,Contract,Gauteng,4.17
D02628,Thabo Mahlangu,26,18.0,Code 10,Permanent,Limpopo,4.17
D02629,Precious Molefe,62,0.0,Code 8,Permanent,Gauteng,3.34
D02630,Zanele Modise,59,2.0,Code 10,Permanent,Limpopo,3.38
D02631,Mandla Mkhize,60,15.0,Code 14,Contract,Eastern Cape,5.0
D02632,Bongani Zulu,36,14.0,Code 8,Permanent,North West,5.0
D02633,Amanda Nkosi,48,12.0,Code 8,Permanent,North West,4.6
D02634,Ayanda Mkhize,40,2.0,Code 8,Contract,Eastern Cape,4.89
D02635,Sibusiso Dlamini,31,26.0,Code 8,Permanent,Western Cape,5.0
D02636,Sipho Nkosi,30,12.0,Code 10,Permanent,KwaZulu-Natal,5.0
D02637,Precious Khumalo,37,14.0,Code 10,Permanent,KwaZulu-Natal,3.59
D02638,Nomsa Naidoo,45,12.0,Code 8,Permanent,Eastern Cape,3.19
D02639,Zanele Jacobs,26,15.0,Code 8,Contract,Limpopo,5.0
D02640,Lwazi Cele,51,20.0,Code 10,Permanent,Northern Cape,3.12
D02641,Nomsa Khumalo,41,23.0,Code 8,Permanent,Western Cape,3.08
D02642,Lerato Mahlangu,59,17.0,Code 10,Permanent,Free State,3.1
D02643,Bongani Van Wyk,33,5.0,Code 14,Contract,Gauteng,3.71
D02644,Amanda Mokoena,23,27.0,Code 8,Permanent,Free State,2.41
D02645,Nomsa Khumalo,34,8.0,Code 10,Permanent,Limpopo,2.8
D02646,Sibusiso Mthembu,63,0.0,Code 14,Contract,North West,3.36
D02647,Ayanda Botha,35,1.0,Code 10,Permanent,Limpopo,2.96
D02648,Karabo Mthembu,51,23.0,Code 14,Contract,Gauteng,4.54
D02649,Sibusiso Mkhize,58,11.0,Code 14,Contract,Northern Cape,3.8
D02650,Mandla Moyo,33,0.0,Code 10,Permanent,Eastern Cape,4.2
D02651,Ayanda Pillay,49,25.0,Code 10,Contract,Free State,4.13
D02652,Lerato Sithole,29,9.0,Code 10,Contract,Limpopo,3.66
D02653,Precious Mokoena,36,30.0,Code 10,Permanent,KwaZulu-Natal,4.49
D02654,Busisiwe Dlamini,34,27.0,Code 10,Permanent,Northern Cape,4.12
D02655,Mandla Khumalo,50,1.0,Code 10,Contract,Western Cape,3.58
D02656,Siyabonga Modise,59,21.0,Code 14,Permanent,Gauteng,2.62
D02657,Siyabonga Khumalo,32,18.0,Code 8,Permanent,Northern Cape,4.16
D02658,Themba Dlamini,33,5.0,Code 8,Permanent,Free State,2.92
D02659,Nandi Botha,57,10.0,Code 8,Contract,Northern Cape,4.07
D02660,Sibusiso Ngcobo,41,15.0,Code 8,Contract,Northern Cape,3.86
D02661,Sipho Mahlangu,43,4.0,Code 10,Contract,Northern Cape,2.85
D02662,Sibusiso Adams,52,22.0,Code 8,Permanent,Mpumalanga,3.98
D02663,Nandi Mabena,27,8.0,Code 10,Contract,Mpumalanga,3.93
D02664,Thabo Maseko,59,29.0,Code 10,Permanent,Limpopo,3.94
D02665,Ayanda Cele,37,24.0,Code 8,Permanent,Mpumalanga,3.9
D02666,Bongani Adams,49,19.0,Code 8,Permanent,KwaZulu-Natal,3.34
D02667,Nandi Maseko,40,3.0,Code 10,Permanent,North West,4.21
D02668,Mandla Cele,54,0.0,Code 10,Permanent,Gauteng,3.32
D02669,Zanele Nkosi,47,4.0,Code 10,Permanent,Free State,3.05
D02670,Mandla Moyo,28,15.0,Code 8,Permanent,Eastern Cape,4.27
D02671,Busisiwe Molefe,29,24.0,Code 8,Permanent,Mpumalanga,4.46
D02672,Thabo Dlamini,59,4.0,Code 8,Permanent,KwaZulu-Natal,4.22
D02673,Ayanda Mkhize,43,21.0,Code 8,Permanent,Gauteng,3.65
D02674,Kagiso Moyo,33,1.0,Code 14,Permanent,North West,2.44
D02675,Bongani Mthembu,27,8.0,Code 8,Permanent,Free State,4.84
D02676,Lwazi Van Wyk,26,18.0,Code 8,Permanent,Mpumalanga,2.43
D02677,Bongani Botha,61,25.0,Code 14,Permanent,North West,4.21
D02678,Amanda Modise,63,24.0,Code 10,Contract,North West,5.0
D02679,Nandi Ngcobo,38,16.0,Code 10,Contract,Eastern Cape,3.9
D02680,Thabo Nkosi,29,1.0,Code 10,Permanent,Gauteng,4.0
D02681,Lwazi Mabena,39,9.0,Code 14,Permanent,Northern Cape,4.07
D02682,Amanda Khumalo,27,24.0,Code 8,Permanent,KwaZulu-Natal,3.94
D02683,Tshepo Van Wyk,45,2.0,Code 8,Contract,Mpumalanga,5.0
D02684,Karabo Pillay,48,21.0,Code 14,Permanent,Mpumalanga,3.21
D02685,Amanda Cele,64,21.0,Code 14,Contract,Eastern Cape,3.12
D02686,Sipho Mabena,35,,Code 14,Contract,Gauteng,3.57
D02687,Mpho Adams,29,6.0,Code 8,Permanent,Free State,5.0
D02688,Lerato Mabena,26,7.0,Code 14,Permanent,Gauteng,3.4
D02689,Thabo Van Wyk,37,6.0,Code 8,Permanent,Eastern Cape,4.1
D02690,Karabo Modise,47,12.0,Code 10,Permanent,Eastern Cape,4.55
D02691,Amanda Modise,23,16.0,Code 14,Permanent,Free State,4.35
D02692,Nomsa Naidoo,54,3.0,Code 8,Contract,Gauteng,4.51
D02693,Kagiso Adams,41,17.0,Code 8,Permanent,North West,4.79
D02694,Bongani Zulu,55,7.0,Code 10,Contract,Western Cape,4.02
D02695,Lerato Dlamini,41,17.0,Code 14,Permanent,Northern Cape,3.48
D02696,Amanda Sithole,27,9.0,Code 8,Permanent,KwaZulu-Natal,3.9
D02697,Siyabonga Van Wyk,21,29.0,Code 14,Contract,Free State,3.56
D02698,Precious Khumalo,45,9.0,Code 8,Contract,North West,5.0
D02699,Kagiso Mkhize,44,27.0,Code 10,Permanent,Limpopo,3.43
D02700,Nandi Mokoena,56,5.0,Code 8,Permanent,Western Cape,4.14
D02701,Tshepo Ngcobo,59,2.0,Code 14,Permanent,Limpopo,2.75
D02702,Sibusiso Khumalo,28,5.0,Code 8,Permanent,Limpopo,3.89
D02703,Mandla Adams,34,13.0,Code 10,Contract,Northern Cape,3.6
D02704,Lerato Botha,30,27.0,Code 8,Permanent,Limpopo,4.27
D02705,Nomsa Williams,25,5.0,Code 14,Permanent,Northern Cape,4.29
D02706,Mandla Jacobs,21,24.0,Code 14,Contract,Free State,4.79
D02707,Mpho Molefe,24,21.0,Code 8,Permanent,Gauteng,4.74
