customer_id,customer_name,customer_type,province,city,registration_date,monthly_shipping_budget
C037775,Tshepo Williams,Business,Western Cape,George,2025-01-25,28571.41
C037776,Ayanda Maseko,Individual,Limpopo,Polokwane,2020-02-15,4338.75
C037777,Lwazi Mabena,Individual,KwaZulu-Natal,Umhlanga,2018-01-26,377658.43
C037778,Lindelwa Naidoo,Individual,Gauteng,Soweto,2021-02-22,21364.99
C037779,Precious Mabena,Individual,North West,Mahikeng,2022-03-10,2709.11
C037780,Amanda Cele,Individual,Gauteng,Sandton,2025-02-28,34401.09
C037781,Busisiwe Naidoo,Business,Gauteng,Sandton,2019-08-19,33671.41
C037782,Lerato Mokoena,Business,KwaZulu-Natal,Newcastle,2020-06-22,6750.51
C037783,Karabo Dlamini,Business,Western Cape,Stellenbosch,2018-05-25,14135.85
C037784,Tshepo Khumalo,Individual,KwaZulu-Natal,,2022-10-07,19161.37
C037785,Zanele Mokoena,Individual,Gauteng,Pretoria,2024-08-26,3628.7
C037786,Amanda Naidoo,Enterprise,Gauteng,Johannesburg,2018-04-26,35908.22
C037787,Sibusiso Mthembu,Individual,Free State,Bloemfontein,2022-07-26,8271.05
C037788,Sipho Mahlangu,Business,Limpopo,Polokwane,2020-05-31,3613.08
C037789,Nomsa Mthembu,Individual,Eastern Cape,Gqeberha,2023-08-01,7102.41
C037790,Kabelo Khumalo,Business,KwaZulu-Natal,Pietermaritzburg,2023-12-03,10343.49
C037791,Zanele Pillay,Enterprise,North West,Rustenburg,2020-02-17,18976.5
C037792,Bongani Sithole,Individual,Western Cape,George,2022-04-28,35210.22
C037793,Nandi Botha,Individual,Gauteng,Midrand,2018-11-11,1624.07
C037794,Siyabonga Adams,Individual,KwaZulu-Natal,Pietermaritzburg,2018-05-19,25647.85
C037795,Tshepo Molefe,Business,KwaZulu-Natal,Umhlanga,2025-03-28,43559.09
C037796,Kabelo Ndlovu,Individual,Mpumalanga,Middelburg,2026-01-01,21102.15
C037797,Kabelo Moyo,Business,KwaZulu-Natal,Umhlanga,2021-03-17,23386.61
C037798,Dumisani Khumalo,Individual,Gauteng,Johannesburg,2026-06-03,21897.42
C037799,Sibusiso Jacobs,Individual,Limpopo,Thohoyandou,2022-12-24,14612.22
C037800,Kagiso Naidoo,Individual,Gauteng,Soweto,2025-04-06,11145.93
C037801,Sibusiso Botha,Individual,Gauteng,Johannesburg,2018-11-21,38065.67
C037802,Lindelwa Mkhize,Individual,KwaZulu-Natal,Richards Bay,2023-04-09,772.91
C037803,Siyabonga Dlamini,Enterprise,Eastern Cape,Mthatha,2025-06-15,6485.88
C037804,Lwazi Khumalo,Business,Western Cape,Stellenbosch,2022-03-04,29461.58
C037805,Nokuthula Botha,Business,Western Cape,Paarl,2020-12-07,145031.12
C037806,Nandi Naidoo,Business,Gauteng,Midrand,2018-05-26,68099.96
C037807,Dumisani Williams,Enterprise,Gauteng,Sandton,2026-02-08,44923.37
C037808,Nokuthula Pillay,Individual,Gauteng,Midrand,2020-06-12,47578.83
C037809,Thabo Moyo,Enterprise,Gauteng,Soweto,2023-06-25,24136.99
C037810,Zanele Ndlovu,Business,Limpopo,Thohoyandou,2021-11-17,5560.98
C037811,Zanele Ndlovu,Individual,Gauteng,Pretoria,2020-09-30,15535.18
C037812,Mandla Adams,Individual,Western Cape,Stellenbosch,2025-05-15,18997.99
C037813,Siyabonga Ndlovu,Business,Gauteng,Soweto,2018-11-07,44459.22
C037814,Lerato Mthembu,Business,Western Cape,Stellenbosch,2019-08-11,2213.69
C037815,Nokuthula Adams,Individual,Mpumalanga,Witbank,2022-09-05,18151.75
C037816,Mpho Williams,Individual,Limpopo,Polokwane,2020-05-05,15959.48
C037817,Zanele Van Wyk,Individual,Northern Cape,Kuruman,2023-02-13,513.45
C037818,Ayanda Molefe,Individual,North West,Rustenburg,2019-11-20,27208.75
C037819,Nomsa Jacobs,Enterprise,KwaZulu-Natal,Pietermaritzburg,2021-09-27,10948.74
C037820,Busisiwe Molefe,Business,KwaZulu-Natal,Umhlanga,2019-04-02,31365.87
C037821,Sipho Moyo,Business,Gauteng,Centurion,2018-07-27,6622.89
C037822,Sipho Jacobs,Individual,Free State,Kroonstad,2022-12-26,22321.61
C037823,Amanda Williams,Individual,Gauteng,Pretoria,2024-03-23,4412.09
C037824,Sibusiso Pillay,Individual,KwaZulu-Natal,Richards Bay,2018-12-16,3892.58
C037825,Karabo Moyo,Individual,KwaZulu-Natal,Pietermaritzburg,2022-12-27,11612.44
C037826,Dumisani Nkosi,Business,Limpopo,Polokwane,2019-10-31,24376.88
C037827,Lerato Williams,Business,KwaZulu-Natal,Pietermaritzburg,2019-02-07,34824.59
C037828,Amanda Moyo,Individual,Limpopo,Tzaneen,2024-11-11,12700.65
C037829,Sipho Molefe,Individual,Gauteng,Midrand,2021-07-25,64508.59
C037830,Amanda Sithole,Individual,Free State,Kroonstad,2024-10-05,16662.23
C037831,Nandi Jacobs,Individual,Gauteng,Midrand,2023-12-10,93357.88
C037832,Nomsa Sithole,Business,Eastern Cape,Grahamstown,2022-02-28,3189.01
C037833,Mpho Jacobs,Individual,gauteng,Soweto,2022-02-06,47066.89
C037834,Zanele Mokoena,Business,Western Cape,Paarl,2022-01-18,11122.51
C037835,Siyabonga Ndlovu,Individual,Gauteng,Johannesburg,2024-01-11,50674.64
C037836,Lindelwa Ndlovu,Individual,KwaZulu-Natal,Richards Bay,2024-06-21,5913.83
C037837,Siyabonga Mokoena,Individual,KwaZulu-Natal,Umhlanga,2024-09-23,3856.53
C037838,Thabo Botha,Individual,Gauteng,Sandton,2023-02-17,9324.97
C037839,Dumisani Jacobs,Individual,Gauteng,Soweto,2025-06-17,14500.42
C037840,Bongani Mahlangu,Individual,Limpopo,Tzaneen,2025-01-18,57803.11
C037841,Sipho Jacobs,Business,Western Cape,,2026-01-17,10397.31
C037842,Phumzile Cele,Business,KwaZulu-Natal,Umhlanga,2019-03-30,3535.06
C037843,Amanda Mokoena,Individual,Mpumalanga,Witbank,2025-01-15,4989.11
C037844,Sipho Williams,Enterprise,Northern Cape,Kimberley,2018-11-16,3724.69
C037845,Bongani Dlamini,Individual,Mpumalanga,Nelspruit,2026-06-07,12690.59
C037846,Kabelo Mthembu,Individual,Gauteng,Centurion,2019-05-10,34904.23
C037847,Lindelwa Nkosi,Business,Western Cape,Paarl,2020-12-09,12448.05
C037848,Ayanda Naidoo,Business,KwaZulu-Natal,Richards Bay,2025-11-15,116873.27
C037849,Lindelwa Mahlangu,Individual,Free State,Welkom,2019-04-09,7250.28
C037850,Ayanda Mahlangu,Individual,Gauteng,Johannesburg,2020-10-11,18322.36
C037851,Sibusiso Mabena,Individual,Mpumalanga,Witbank,2025-05-15,78769.08
C037852,Ayanda Van Wyk,Business,KwaZulu-Natal,Pietermaritzburg,2025-06-15,6265.11
C037853,Lindelwa Zulu,Individual,Western Cape,Cape Town,2021-01-07,12239.64
C037854,Phumzile Sithole,Business,KwaZulu-Natal,Pietermaritzburg,2023-10-09,32366.78
C037855,Lerato Dlamini,Individual,Gauteng,Johannesburg,2022-08-12,19452.39
C037856,Tshepo Modise,Individual,Western Cape,Worcester,2018-02-22,28629.38
C037857,Lwazi Van Wyk,Individual,Free State,Bloemfontein,2025-12-05,62364.87
C037858,Siyabonga Mahlangu,Enterprise, Western Cape ,Worcester,2021-05-21,9766.84
C037859,Nomsa Van Wyk,Business,KwaZulu-Natal,Pietermaritzburg,2025-04-17,19486.72
C037860,Zanele Dlamini,Individual,Western Cape,Paarl,2019-12-01,12248.47
C037861,Mpho Ndlovu,Individual, Free State ,Kroonstad,2023-07-29,22521.61
C037862,Nokuthula Mkhize,Individual,Gauteng,Midrand,2019-05-08,6814.43
C037863,Sipho Mkhize,Individual,Limpopo,Thohoyandou,2020-09-07,60542.77
C037864,Kagiso Khumalo,Individual,Eastern Cape,Gqeberha,2025-06-14,43704.3
C037865,Nomsa Mabena,Business,Gauteng,Centurion,2024-12-04,2482.32
C037866,Kagiso Khumalo,Business,North West,Mahikeng,2024-10-29,31202.62
C037867,Amanda Ngcobo,Individual,Gauteng,Pretoria,2023-06-01,13059.49
C037868,Siyabonga Cele,Individual,Limpopo,Tzaneen,2018-01-21,185238.5
C037869,Thabo Mokoena,Business,Free State,Bloemfontein,2023-02-11,61938.43
C037870,Amanda Nkosi,Individual,Gauteng,Johannesburg,2023-08-11,6398.93
C037871,Nandi Mabena,Individual,Eastern Cape,East London,2024-02-24,54907.73
C037872,Lindelwa Mkhize,Business,Gauteng,Soweto,2025-03-11,8022.08
C037873,Dumisani Moyo,Individual,KwaZulu-Natal,Newcastle,2020-04-13,18027.0
C037874,Sipho Pillay,Individual,Eastern Cape,Grahamstown,2019-10-24,40332.2
C037875,Zanele Williams,Individual,Gauteng,Sandton,2026-04-03,5228.84
C037876,Nokuthula Maseko,Business,Gauteng,Pretoria,2026-03-13,37809.26
C037877,Nomsa Sithole,Individual,Mpumalanga,Middelburg,2020-01-20,163905.35
C037878,Lwazi Nkosi,Individual,KwaZulu-Natal,Newcastle,2025-06-11,8356.07
C037879,Busisiwe Naidoo,Business,KwaZulu-Natal,Umhlanga,2018-11-23,16244.26
C037880,Dumisani Mabena,Individual,KwaZulu-Natal,Newcastle,2024-12-09,24946.96
C037881,Nandi Pillay,Individual,KwaZulu-Natal,Pietermaritzburg,2021-05-04,18505.55
C037882,Zanele Williams,Individual,WESTERN CAPE,George,2025-05-10,4620.35
C037883,Amanda Naidoo,Business,Western Cape,Paarl,2021-12-14,11446.94
C037884,Sipho Mkhize,Individual,Eastern Cape,Mthatha,2025-05-03,1747.01
C037885,Sibusiso Botha,Individual,North West,Mahikeng,2022-12-23,20614.94
C037886,Nandi Mahlangu,Individual,Western Cape,George,2021-01-23,32388.89
C037887,Bongani Mokoena,Business,KwaZulu-Natal,Pietermaritzburg,2025-12-18,32900.83
C037888,Kagiso Mthembu,Individual, Western Cape ,Paarl,2018-11-02,13691.1
C037889,Mpho Mokoena,Business,Western Cape,George,2021-08-06,46722.07
C037890,Zanele Mokoena,Individual,Western Cape,Worcester,2026-05-26,14111.72
C037891,Kabelo Ngcobo,Individual,Gauteng,Soweto,2023-11-18,17426.46
C037892,Mandla Dlamini,Individual,Western Cape,Cape Town,2024-09-18,14977.45
C037893,Phumzile Williams,Individual,KwaZulu-Natal,,2026-01-28,76464.96
C037894,Lindelwa Naidoo,Individual,Gauteng,Pretoria,2024-10-28,9584.07
C037895,Kagiso Nkosi,Business,Gauteng,Johannesburg,2026-01-10,18930.01
C037896,Mpho Mabena,Individual,KwaZulu-Natal,Umhlanga,2024-01-24,61929.82
C037897,Nomsa Mthembu,Individual,KwaZulu-Natal,Newcastle,2022-11-09,21820.34
C037898,Busisiwe Zulu,Individual,Western Cape,George,2024-11-04,7247.69
C037899,Bongani Cele,Individual,Western Cape,Paarl,2022-02-06,14331.31
C037900,Amanda Modise,Individual,Western Cape,Bellville,2025-04-02,4912.94
C037901,Thabo Pillay,Individual,Limpopo,Thohoyandou,2025-05-10,33596.49
C037902,Kabelo Mabena,Individual,Free State,Welkom,2024-04-18,13894.92
C037903,Ayanda Moyo,Individual,North West,Rustenburg,2024-12-18,90956.1
C037904,Zanele Moyo,Business,Free State,Kroonstad,2025-04-10,6590.24
C037905,Sibusiso Mabena,Individual,Gauteng,Johannesburg,2022-02-07,8127.25
C037906,Phumzile Mahlangu,Individual,Western Cape,George,2023-02-24,41736.58
C037907,Siyabonga Mahlangu,Individual,Western Cape,Bellville,2019-01-14,8345.58
C037908,Thabo Naidoo,Individual,Eastern Cape,East London,2020-07-16,6907.65
C037909,Nokuthula Williams,Business,Western Cape,Bellville,2024-10-15,44138.32
C037910,Karabo Zulu,Business,Western Cape,Stellenbosch,2021-10-28,28207.32
C037911,Lerato Van Wyk,Individual,Eastern Cape,Mthatha,2019-06-22,4499.96
C037912,Amanda Modise,Individual,Western Cape,Worcester,2026-03-17,51006.98
C037913,Thabo Mkhize,Enterprise,Northern Cape,Kuruman,2023-03-13,11006.57
C037914,Bongani Nkosi,Business,Limpopo,Thohoyandou,2022-01-13,42422.96
C037915,Ayanda Zulu,Individual,Gauteng,Soweto,2019-09-21,11715.59
C037916,Thabo Mokoena,Business,KwaZulu-Natal,Pietermaritzburg,2023-09-27,12889.35
C037917,Busisiwe Nkosi,Enterprise,Eastern Cape,Mthatha,2022-01-20,54459.09
C037918,Lindelwa Pillay,Business,KwaZulu-Natal,Newcastle,2021-04-20,85580.42
C037919,Precious Ndlovu,Business,KwaZulu-Natal,Pietermaritzburg,2025-09-20,2003.9
C037920,Sibusiso Zulu,Individual,KwaZulu-Natal,Pietermaritzburg,2021-08-21,18011.37
C037921,Themba Van Wyk,Individual,Northern Cape,Kuruman,2020-03-24,2060.19
C037922,Nomsa Van Wyk,Individual,KwaZulu-Natal,Pietermaritzburg,2019-12-11,74790.1
C037923,Lerato Ndlovu,Individual,Gauteng,Soweto,2019-10-13,3058.62
C037924,Nomsa Mthembu,Individual,Gauteng,Soweto,2019-10-15,5854.75
C037925,Lerato Molefe,Individual,Northern Cape,Kuruman,2023-07-14,10436.5
C037926,Amanda Ndlovu,Individual,KwaZulu-Natal,Durban,2023-11-21,33912.11
C037927,Tshepo Mkhize,Individual,Free State,Bloemfontein,2025-06-27,64731.03
C037928,Ayanda Dlamini,Individual,KwaZulu-Natal,Richards Bay,2018-09-14,13220.11
C037929,Kagiso Molefe,Individual,Limpopo,Thohoyandou,2020-06-18,7241.23
C037930,Themba Zulu,Enterprise,Gauteng,Pretoria,2020-10-04,25136.13
C037931,Sipho Maseko,Individual,Limpopo,Thohoyandou,2019-01-26,2314.89
C037932,Dumisani Botha,Individual,North West,Klerksdorp,2018-11-29,11091.07
C037933,Phumzile Adams,Individual,Gauteng,Centurion,2021-01-18,57772.94
C037934,Siyabonga Modise,Business,KwaZulu-Natal,Umhlanga,2021-03-02,22750.65
C037935,Mandla Moyo,Individual,Gauteng,Soweto,2021-09-18,1270.95
C037936,Busisiwe Maseko,Business,KwaZulu-Natal,Pietermaritzburg,2023-02-09,34549.44
C037937,Mandla Modise,Individual,Western Cape,Cape Town,2024-06-06,14434.66
C037938,Busisiwe Modise,Individual,Gauteng,Pretoria,2018-02-18,5753.75
C037939,Ayanda Molefe,Business,Limpopo,Thohoyandou,2020-10-25,80889.53
C037940,Ayanda Zulu,Business,KwaZulu-Natal,Pietermaritzburg,2024-06-01,4559.22
C037941,Nokuthula Cele,Individual,KwaZulu-Natal,Pietermaritzburg,2024-11-21,14015.57
C037942,Precious Mkhize,Individual,Gauteng,Pretoria,2021-06-30,34751.63
C037943,Siyabonga Ngcobo,Enterprise,Gauteng,Midrand,2019-12-10,16270.27
C037944,Nomsa Mahlangu,Individual,Northern Cape,Upington,2022-03-27,19845.06
C037945,Precious Ngcobo,Individual,KwaZulu-Natal,Newcastle,2025-08-15,10879.1
C037946,Sipho Jacobs,Individual,Eastern Cape,Gqeberha,2024-04-28,67625.56
C037947,Mpho Adams,Individual,Mpumalanga,Witbank,2025-05-27,27420.15
C037948,Sipho Maseko,Individual,Gauteng,Centurion,2022-03-21,2136.47
C037949,Mpho Botha,Individual,Limpopo,Polokwane,2025-06-19,21601.46
C037950,Tshepo Khumalo,Business,Western Cape,Stellenbosch,2018-12-05,2474.87
C037951,Thabo Mokoena,Individual,KwaZulu-Natal,Durban,2022-08-28,136807.55
C037952,Ayanda Cele,Business,KwaZulu-Natal,Pietermaritzburg,2020-07-21,54041.33
C037953,Lindelwa Van Wyk,Individual,Western Cape,Stellenbosch,2025-09-04,38920.86
C037954,Nomsa Ngcobo,Individual,KwaZulu-Natal,Richards Bay,2021-01-22,34280.41
C037955,Busisiwe Khumalo,Business,Western Cape,Stellenbosch,2025-09-20,1776.59
C037956,Nokuthula Maseko,Individual,Eastern Cape,Mthatha,2020-04-30,17655.84
C037957,Amanda Naidoo,Individual,Gauteng,Soweto,2021-09-18,18016.1
C037958,Nomsa Maseko,Individual,Eastern Cape,East London,2018-04-26,9815.18
C037959,Nomsa Mahlangu,Business,Gauteng,Midrand,2024-08-21,29175.06
C037960,Lindelwa Van Wyk,Individual,Mpumalanga,Middelburg,2026-02-01,13024.96
C037961,Sibusiso Ndlovu,Individual,KwaZulu-Natal,Newcastle,2019-09-05,3653.2
C037962,Bongani Adams,Business,Limpopo,Tzaneen,2022-03-14,21557.64
C037963,Precious Moyo,Business,Free State,Bloemfontein,2025-10-20,54030.24
C037964,Kagiso Modise,Business,Gauteng,Sandton,2026-04-23,12150.49
C037965,Precious Cele,Enterprise,Limpopo,Polokwane,2019-03-27,8615.48
C037966,Thabo Moyo,Individual,Limpopo,Polokwane,2023-01-24,29457.99
C037967,Sipho Moyo,Individual,Eastern Cape,Grahamstown,2021-09-27,25432.23
C037968,Thabo Khumalo,Individual,Gauteng,Soweto,2021-02-21,19096.96
C037969,Lwazi Cele,Individual,Eastern Cape,Gqeberha,2024-08-08,51036.07
C037970,Mandla Maseko,Individual,Gauteng,Sandton,2019-09-09,8951.14
C037971,Dumisani Van Wyk,Individual,KwaZulu-Natal,Umhlanga,2022-10-28,14518.72
C037972,Precious Mkhize,Individual,Limpopo,Thohoyandou,2021-05-01,9727.05
C037973,Thabo Molefe,Business,Free State,Kroonstad,2019-10-28,11868.72
C037974,Lerato Nkosi,Individual,Western Cape,Stellenbosch,2020-12-20,13519.85
C037975,Mandla Mthembu,Individual,Eastern Cape,Grahamstown,2019-01-15,33313.78
C037976,Sibusiso Mkhize,Individual,Limpopo,Tzaneen,2021-02-07,11330.13
C037977,Kabelo Dlamini,Individual,Gauteng,Soweto,2025-02-16,8531.82
C037978,Themba Cele,Individual,Gauteng,,2020-02-26,12635.67
C037979,Nokuthula Mokoena,Individual,KwaZulu-Natal,Umhlanga,2020-02-10,3477.23
C037980,Nomsa Mabena,Individual,Gauteng,Soweto,2020-09-20,11576.25
C037981,Nokuthula Ndlovu,Business,Western Cape,Stellenbosch,2026-02-11,1414.79
C037982,Busisiwe Mahlangu,Business,KwaZulu-Natal,Newcastle,2024-01-28,8532.89
C037983,Bongani Mahlangu,Individual,Limpopo,Tzaneen,2022-07-18,2788.44
C037984,Busisiwe Pillay,Business,Gauteng,Johannesburg,2020-04-08,24130.58
C037985,Sibusiso Jacobs,Business,KwaZulu-Natal,Richards Bay,2022-11-30,8752.33
C037986,Tshepo Jacobs,Business,Mpumalanga,Witbank,2020-12-27,1974.98
C037987,Amanda Cele,Individual,Gauteng,Midrand,2018-08-06,11058.16
C037988,Mandla Ndlovu,Individual,Western Cape,Worcester,2022-11-19,11450.57
C037989,Dumisani Maseko,Individual,Eastern Cape,Mthatha,2025-12-08,7785.59
C037990,Bongani Williams,Individual,Gauteng,Centurion,2019-02-20,12113.32
C037991,Amanda Jacobs,Enterprise,Mpumalanga,Middelburg,2019-02-04,92888.95
C037992,Kabelo Mkhize,Individual,KwaZulu-Natal,Newcastle,2024-04-26,14055.63
C037993,Thabo Mkhize,Individual,Gauteng,Centurion,2022-05-26,3078.34
C037994,Precious Van Wyk,Individual,KwaZulu-Natal,Pietermaritzburg,2021-04-23,23400.76
C037995,Lindelwa Zulu,Individual,Mpumalanga,Nelspruit,2018-10-21,22215.5
C037996,Precious Pillay,Individual,KwaZulu-Natal,Pietermaritzburg,2020-10-22,2644.0
C037997,Sipho Moyo,Individual,Limpopo,Tzaneen,2023-05-17,24136.28
C037998,Karabo Moyo,Individual,North West,Mahikeng,2024-07-10,48318.5
C037999,Bongani Williams,Business,Western Cape,Paarl,2018-11-29,12521.73
C038000,Tshepo Adams,Business,Western Cape,Cape Town,2024-01-07,17469.88
C038001,Thabo Mthembu,Business,Gauteng,Centurion,2021-09-26,4158.4
C038002,Thabo Ngcobo,Individual,KwaZulu-Natal,Pietermaritzburg,2022-04-03,34060.06
C038003,Tshepo Van Wyk,Enterprise,Eastern Cape,Mthatha,2025-05-05,35896.4
C038004,Dumisani Molefe,Business,Gauteng,Midrand,2022-11-15,62521.62
C038005,Tshepo Mahlangu,Business,Limpopo,Tzaneen,2020-05-12,10626.58
C038006,Phumzile Pillay,Individual,Eastern Cape,Mthatha,2021-05-24,1603.4
C038007,Nokuthula Moyo,Individual,Gauteng,Sandton,2024-08-31,115225.05
C038008,Nandi Cele,Business,Gauteng,Midrand,2018-07-30,15940.64
C038009,Sipho Botha,Individual,Gauteng,Soweto,2023-10-07,1216.94
C038010,Busisiwe Ngcobo,Individual,Free State,Kroonstad,2025-12-13,14903.36
C038011,Tshepo Pillay,Individual,Western Cape,George,2026-02-26,24093.34
C038012,Amanda Botha,Individual,Western Cape,Cape Town,2020-12-30,23397.29
C038013,Busisiwe Maseko,Business,Free State,Bloemfontein,2018-08-30,36132.38
C038014,Phumzile Modise,Individual,Gauteng,Centurion,2020-05-31,107747.8
C038015,Nokuthula Van Wyk,Business,KwaZulu-Natal,Newcastle,2024-11-02,16319.27
C038016,Kagiso Ngcobo,Business,Limpopo,Polokwane,2021-03-03,2970.52
C038017,Busisiwe Mthembu,Individual,KwaZulu-Natal,Pietermaritzburg,2021-05-30,1537.45
C038018,Thabo Dlamini,Business,Gauteng,Centurion,2020-05-02,6035.68
C038019,Amanda Moyo,Business,KwaZulu-Natal,Umhlanga,2024-11-28,13727.7
C038020,Lindelwa Maseko,Enterprise,Western Cape,Stellenbosch,2018-04-02,24986.29
C038021,Kabelo Zulu,Business,KwaZulu-Natal,Richards Bay,2023-04-07,6962.96
C038022,Sipho Ndlovu,Individual,Mpumalanga,Witbank,2023-12-22,38825.06
C038023,Nomsa Naidoo,Individual,Gauteng,Pretoria,2022-04-13,2671.0
C038024,Karabo Ngcobo,Individual,Gauteng,Soweto,2018-05-10,19675.67
C038025,Themba Cele,Individual,Free State,Welkom,2020-04-25,44917.17
C038026,Kagiso Zulu,Individual,Eastern Cape,Gqeberha,2022-08-31,1170.75
C038027,Bongani Dlamini,Enterprise,Gauteng,Soweto,2021-03-14,5470.02
C038028,Karabo Mahlangu,Enterprise,Gauteng,Soweto,2018-06-28,20436.97
C038029,Karabo Sithole,Individual,Western Cape,Cape Town,2025-08-31,1772.88
C038030,Ayanda Pillay,Individual,Gauteng,Centurion,2020-06-22,21594.99
C038031,Amanda Molefe,Individual,Western Cape,Paarl,2022-05-06,2211.87
C038032,Themba Van Wyk,Individual,KwaZulu-Natal,Umhlanga,2024-08-17,32688.62
C038033,Kagiso Botha,Business,KwaZulu-Natal,Richards Bay,2019-05-13,12745.75
C038034,Tshepo Adams,Individual,Gauteng,Pretoria,2025-07-11,7001.19
C038035,Siyabonga Sithole,Business,Western Cape,Cape Town,2021-11-24,75860.04
C038036,Nandi Ngcobo,Enterprise,Gauteng,Johannesburg,2022-01-02,12526.09
C038037,Thabo Modise,Business,North West,Mahikeng,2018-04-29,7599.02
C038038,Ayanda Williams,Individual,Limpopo,Tzaneen,2018-12-02,3096.51
C038039,Dumisani Mkhize,Individual,Gauteng,Johannesburg,2019-03-14,3206.35
C038040,Mpho Pillay,Business,North West,Mahikeng,2022-05-09,19455.11
C038041,Lwazi Moyo,Individual,Gauteng,Pretoria,2020-03-17,51447.61
C038042,Nokuthula Cele,Business,Mpumalanga,Mbombela,2022-07-01,24797.6
C038043,Mpho Mahlangu,Business,Limpopo,Tzaneen,2022-03-14,3618.7
C038044,Precious Mahlangu,Business,Gauteng,Johannesburg,2018-03-28,7653.07
C038045,Zanele Van Wyk,Business,KwaZulu-Natal,Pietermaritzburg,2019-09-01,10632.23
C038046,Karabo Cele,Enterprise,Gauteng,Centurion,2023-09-02,38601.09
C038047,Kagiso Mahlangu,Business,KwaZulu-Natal,Umhlanga,2022-07-31,16269.39
C038048,Themba Williams,Individual,Limpopo,Thohoyandou,2018-05-30,28417.67
C038049,Themba Van Wyk,Individual,Gauteng,Johannesburg,2022-03-10,56050.44
C038050,Mandla Jacobs,Individual,KwaZulu-Natal,Newcastle,2026-03-14,54109.95
C038051,Kagiso Van Wyk,Individual,Gauteng,Pretoria,2023-02-18,40346.65
C038052,Themba Botha,Individual,Northern Cape,Kuruman,2023-08-23,156813.09
C038053,Kabelo Jacobs,Business,KwaZulu-Natal,Pietermaritzburg,2018-06-25,43331.51
C038054,Sipho Moyo,Individual,Gauteng,Pretoria,2018-11-16,17238.91
C038055,Mandla Sithole,Enterprise,Western Cape,Stellenbosch,2018-01-14,29064.46
C038056,Ayanda Moyo,Individual,Eastern Cape,Grahamstown,2019-05-12,3136.95
C038057,Sibusiso Mahlangu,Individual,KwaZulu-Natal,Umhlanga,2021-07-09,12386.78
C038058,Thabo Modise,Individual,Gauteng,Midrand,2019-02-19,60266.08
C038059,Kagiso Jacobs,Individual,KwaZulu-Natal,Durban,2025-03-08,2641.31
C038060,Mandla Williams,Individual,North West,Klerksdorp,2022-02-10,22656.64
C038061,Zanele Moyo,Individual,Eastern Cape,Gqeberha,2019-11-15,21620.02
C038062,Karabo Moyo,Individual,Limpopo,Polokwane,2024-03-06,14172.14
C038063,Zanele Maseko,Business,Free State,Kroonstad,2021-02-25,13434.16
C038064,Siyabonga Cele,Individual,Mpumalanga,Mbombela,2021-10-22,7247.56
C038065,Dumisani Cele,Individual,Free State,Bloemfontein,2021-04-04,46446.75
C038066,Lindelwa Khumalo,Individual,Eastern Cape,Mthatha,2024-10-01,7541.2
C038067,Sibusiso Sithole,Individual,Free State,Bloemfontein,2019-06-16,7006.5
C038068,Mandla Botha,Business,Western Cape,Bellville,2018-07-05,9711.36
C038069,Thabo Naidoo,Business,Mpumalanga,Middelburg,2021-03-02,930.96
C038070,Dumisani Mokoena,Individual,Gauteng,Sandton,2022-05-12,9840.77
C038071,Mandla Zulu,Individual,Limpopo,Polokwane,2022-04-06,16527.56
C038072,Karabo Mabena,Business,Gauteng,Sandton,2021-07-05,19613.77
C038073,Tshepo Zulu,Individual,Mpumalanga,Middelburg,2024-11-30,1532.06
C038074,Lwazi Maseko,Business,KwaZulu-Natal,Newcastle,2019-12-21,
C038075,Bongani Botha,Business,Gauteng,Johannesburg,2020-01-01,25963.22
C038076,Sipho Williams,Individual,Gauteng,Pretoria,2020-12-13,89762.16
C038077,Sibusiso Botha,Business,Eastern Cape,Grahamstown,2025-06-28,272256.05
C038078,Kagiso Zulu,Individual,Western Cape,George,2022-12-01,178880.88
C038079,Zanele Khumalo,Business,Northern Cape,Kimberley,2019-09-04,8450.17
C038080,Amanda Molefe,Business,KwaZulu-Natal,Umhlanga,2022-10-17,32046.43
C038081,Nokuthula Khumalo,Individual,Gauteng,Soweto,2018-10-01,3820.13
C038082,Kagiso Naidoo,Individual,Western Cape,Cape Town,2021-03-31,226696.77
C038083,Sibusiso Molefe,Business,free state,Welkom,2020-05-10,7355.09
C038084,Nandi Williams,Business,KwaZulu-Natal,Newcastle,2021-10-11,13211.0
C038085,Busisiwe Botha,Enterprise,Eastern Cape,Mthatha,2021-02-15,4941.29
C038086,Lindelwa Williams,Business,KwaZulu-Natal,Umhlanga,2022-05-27,4504.25
C038087,Nomsa Zulu,Individual,GAUTENG,Soweto,2018-08-19,42951.78
C038088,Precious Williams,Business,North West,Klerksdorp,2025-09-15,26076.93
C038089,Precious Mokoena,Individual,Limpopo,Thohoyandou,2020-01-13,6026.21
C038090,Nandi Dlamini,Business,Western Cape,Worcester,2025-02-21,9465.86
C038091,Mpho Jacobs,Individual,Western Cape,Paarl,2019-02-22,41418.55
C038092,Nokuthula Jacobs,Business,KwaZulu-Natal,Richards Bay,2024-08-21,102701.72
C038093,Bongani Botha,Individual,Eastern Cape,Mthatha,2019-11-02,32983.81
C038094,Kagiso Pillay,Individual,Gauteng,Soweto,2018-03-23,6067.33
C038095,Thabo Cele,Individual,Western Cape,Stellenbosch,2025-07-19,69743.14
