,customer_id,customer_name,customer_type,province,city,registration_date,monthly_shipping_budget
66071,C066072,Tshepo Modise,Business,Kwazulu-Natal,Umhlanga,2019-08-05,34057.86
66072,C066073,Nokuthula Naidoo,Individual,Kwazulu-Natal,Newcastle,2018-08-21,29200.99
66073,C066074,Kabelo Maseko,Business,Gauteng,Johannesburg,2025-12-23,9690.75
66074,C066075,Ayanda Maseko,Enterprise,Eastern Cape,Gqeberha,2019-09-12,15646.27
66075,C066076,Mpho Ndlovu,Business,Limpopo,Tzaneen,2025-02-12,27089.27
66076,C066077,Ayanda Khumalo,Individual,Gauteng,Sandton,2024-08-16,8319.13
66077,C066078,Sibusiso Mkhize,Enterprise,Western Cape,Paarl,2019-04-22,39051.89
66078,C066079,Tshepo Maseko,Individual,Limpopo,Polokwane,2018-03-22,2206.63
66079,C066080,Zanele Adams,Business,Western Cape,Bellville,2024-04-12,104550.33
66080,C066081,Siyabonga Ngcobo,Business,Free State,Kroonstad,2025-11-11,7637.62
66081,C066082,Zanele Nkosi,Individual,Western Cape,George,2025-12-21,38776.36
66082,C066083,Kagiso Nkosi,Business,Gauteng,Centurion,2019-11-17,43590.9
66083,C066084,Kagiso Dlamini,Business,Kwazulu-Natal,Umhlanga,2020-01-20,4943.49
66084,C066085,Lwazi Naidoo,Enterprise,Gauteng,Midrand,2022-11-12,48737.35
66085,C066086,Lerato Pillay,Individual,North West,Rustenburg,2023-11-17,23817.13
66086,C066087,Mpho Mabena,Business,Kwazulu-Natal,Richards Bay,2019-01-09,9765.61
66087,C066088,Amanda Williams,Business,Gauteng,Soweto,2018-01-11,9720.02
66088,C066089,Siyabonga Adams,Individual,Western Cape,Bellville,2021-10-05,20860.47
66089,C066090,Nomsa Adams,Individual,Eastern Cape,Grahamstown,2018-12-19,6743.67
66090,C066091,Zanele Ndlovu,Individual,Western Cape,Paarl,2024-12-18,94897.36
66091,C066092,Mandla Mokoena,Individual,Gauteng,Johannesburg,2020-08-03,5621.5
66092,C066093,Mandla Van Wyk,Enterprise,Western Cape,Paarl,2024-02-10,40570.89
66093,C066094,Thabo Mkhize,Business,Western Cape,Paarl,2023-02-21,19126.01
66094,C066095,Amanda Khumalo,Individual,North West,Rustenburg,2021-05-25,17165.32
66095,C066096,Amanda Molefe,Business,Free State,Kroonstad,2020-05-16,28048.04
66096,C066097,Sipho Modise,Individual,Eastern Cape,East London,2022-10-24,14049.21
66097,C066098,Sibusiso Naidoo,Individual,Mpumalanga,Middelburg,2025-07-19,5620.29
66098,C066099,Lerato Ngcobo,Individual,Eastern Cape,Mthatha,2020-12-12,78458.08
66099,C066100,Karabo Cele,Individual,Kwazulu-Natal,Umhlanga,2020-04-13,5374.56
66100,C066101,Nokuthula Naidoo,Individual,Gauteng,Midrand,2019-12-27,8186.25
66101,C066102,Ayanda Mkhize,Business,North West,Mahikeng,2022-05-17,22008.13
66102,C066103,Sibusiso Naidoo,Individual,Gauteng,Soweto,2020-06-21,246589.07
66103,C066104,Busisiwe Zulu,Individual,Gauteng,Pretoria,2023-03-01,77285.05
66104,C066105,Lerato Ndlovu,Individual,Kwazulu-Natal,Newcastle,2021-04-09,947.95
66105,C066106,Nandi Mabena,Individual,Western Cape,Paarl,2019-10-25,5005.31
66106,C066107,Mpho Mkhize,Individual,Western Cape,George,2022-04-04,64213.02
66107,C066108,Thabo Mabena,Individual,North West,Rustenburg,2024-03-23,7082.96
66108,C066109,Karabo Moyo,Individual,Western Cape,George,2024-02-28,14219.91
66109,C066110,Siyabonga Mokoena,Individual,Kwazulu-Natal,Pietermaritzburg,2024-12-05,3849.32
66110,C066111,Sipho Adams,Individual,Gauteng,Soweto,2022-03-05,38948.25
66111,C066112,Nomsa Dlamini,Individual,Mpumalanga,Middelburg,2019-08-04,6583.66
66112,C066113,Lerato Zulu,Individual,Gauteng,Centurion,2020-06-06,16118.38
66113,C066114,Phumzile Pillay,Individual,Eastern Cape,Grahamstown,2024-01-23,20606.23
66114,C066115,Kagiso Cele,Individual,Limpopo,Polokwane,2025-05-03,335710.65
66115,C066116,Busisiwe Molefe,Enterprise,Western Cape,George,2024-05-16,4368.94
66116,C066117,Sipho Cele,Individual,Gauteng,Centurion,2023-03-27,7014.47
66117,C066118,Thabo Mabena,Individual,Western Cape,George,2019-06-24,36000.11
66118,C066119,Phumzile Mthembu,Individual,Gauteng,Sandton,2018-11-01,15827.76
66119,C066120,Phumzile Dlamini,Business,Gauteng,Pretoria,2022-07-28,89681.48
66120,C066121,Busisiwe Molefe,Business,Eastern Cape,Grahamstown,2026-04-14,10733.5
66121,C066122,Nomsa Nkosi,Business,Western Cape,Worcester,2018-11-02,2319.2
66122,C066123,Thabo Mabena,Individual,Kwazulu-Natal,Umhlanga,2025-01-28,1423.82
66123,C066124,Mandla Dlamini,Individual,Western Cape,Worcester,2021-05-13,5885.15
66124,C066125,Busisiwe Sithole,Business,Gauteng,Sandton,2024-10-22,6958.8
66125,C066126,Sibusiso Zulu,Individual,Western Cape,Worcester,2019-11-30,2574.74
66126,C066127,Thabo Naidoo,Individual,Gauteng,Pretoria,2021-09-19,45138.83
66127,C066128,Kagiso Adams,Individual,Gauteng,Centurion,2022-02-06,28285.21
66128,C066129,Nokuthula Adams,Individual,Northern Cape,Upington,2025-01-05,11690.42
66129,C066130,Mandla Pillay,Individual,Gauteng,Midrand,2024-05-29,37051.16
66130,C066131,Siyabonga Mabena,Business,Free State,Bloemfontein,2018-12-10,38541.97
66131,C066132,Lerato Khumalo,Business,Gauteng,Sandton,2020-08-03,21589.66
66132,C066133,Siyabonga Naidoo,Enterprise,Western Cape,Stellenbosch,2021-03-07,26667.18
66133,C066134,Lindelwa Mthembu,Individual,Western Cape,Worcester,2022-12-28,7992.25
66134,C066135,Mandla Ngcobo,Individual,Free State,Kroonstad,2025-10-27,19593.97
66135,C066136,Nomsa Mthembu,Individual,Gauteng,Centurion,2022-05-22,41102.77
66136,C066137,Nokuthula Nkosi,Individual,Mpumalanga,Middelburg,2026-06-12,1313.44
66137,C066138,Lindelwa Van Wyk,Individual,Free State,Kroonstad,2024-11-08,21240.36
66138,C066139,Amanda Dlamini,Individual,Eastern Cape,Gqeberha,2025-02-18,4756.71
66139,C066140,Ayanda Nkosi,Individual,North West,Klerksdorp,2020-05-04,8973.83
66140,C066141,Nokuthula Mthembu,Individual,Gauteng,Johannesburg,2023-11-29,2080.84
66141,C066142,Thabo Moyo,Business,Gauteng,Centurion,2019-07-17,158366.35
66142,C066143,Mpho Van Wyk,Individual,North West,Mahikeng,2020-06-26,63871.9
66143,C066144,Nomsa Mkhize,Individual,Kwazulu-Natal,Richards Bay,2020-06-23,6345.57
66144,C066145,Mpho Mokoena,Business,Mpumalanga,Witbank,2026-04-25,150528.27
66145,C066146,Tshepo Moyo,Business,Western Cape,Bellville,2025-05-05,17428.33
66146,C066147,Phumzile Ndlovu,Business,Mpumalanga,Middelburg,2026-04-05,12443.65
66147,C066148,Dumisani Molefe,Business,Northern Cape,Upington,2021-06-01,8584.46
66148,C066149,Sipho Mkhize,Business,Gauteng,Johannesburg,2024-07-26,184862.12
66149,C066150,Dumisani Modise,Individual,Kwazulu-Natal,Richards Bay,2022-04-10,58912.2
66150,C066151,Sipho Khumalo,Individual,Kwazulu-Natal,Durban,2019-09-01,14389.19
66151,C066152,Siyabonga Modise,Business,Kwazulu-Natal,Umhlanga,2024-12-12,1417.04
66152,C066153,Ayanda Molefe,Individual,Limpopo,Thohoyandou,2020-09-02,79963.86
66153,C066154,Mandla Mokoena,Individual,Gauteng,Sandton,2024-07-12,38435.87
66154,C066155,Sibusiso Moyo,Business,Kwazulu-Natal,Richards Bay,2022-04-13,50067.1
66155,C066156,Nokuthula Moyo,Individual,Gauteng,Johannesburg,2022-05-13,422663.5
66156,C066157,Busisiwe Khumalo,Individual,Kwazulu-Natal,Richards Bay,2018-03-13,1602.75
66157,C066158,Busisiwe Mahlangu,Individual,Gauteng,Soweto,2020-10-10,8797.05
66158,C066159,Precious Sithole,Business,Kwazulu-Natal,Pietermaritzburg,2025-05-26,52021.19
66159,C066160,Mpho Khumalo,Individual,Western Cape,Stellenbosch,2019-02-07,10482.48
66160,C066161,Themba Modise,Individual,Gauteng,Sandton,2024-02-21,218841.44
66161,C066162,Karabo Mahlangu,Business,Gauteng,Midrand,2022-05-22,7276.21
66162,C066163,Nomsa Botha,Individual,Kwazulu-Natal,Unknown,2021-09-21,31660.28
66163,C066164,Nomsa Ndlovu,Individual,Western Cape,Paarl,2024-07-13,77201.54
66164,C066165,Bongani Sithole,Individual,Gauteng,Centurion,2021-05-15,4009.91
66165,C066166,Mandla Naidoo,Business,Limpopo,Tzaneen,2021-12-26,13986.13
66166,C066167,Sibusiso Mokoena,Business,Western Cape,Worcester,2020-05-05,17959.24
66167,C066168,Bongani Naidoo,Individual,Gauteng,Midrand,2020-06-16,14314.59
66168,C066169,Phumzile Ngcobo,Individual,North West,Potchefstroom,2019-04-19,65821.57
66169,C066170,Lwazi Zulu,Individual,Eastern Cape,Grahamstown,2022-11-29,18528.31
66170,C066171,Zanele Sithole,Individual,Gauteng,Midrand,2018-12-12,14354.28
66171,C066172,Nokuthula Zulu,Individual,Eastern Cape,Mthatha,2020-07-18,6718.16
66172,C066173,Themba Nkosi,Business,Western Cape,Cape Town,2022-08-11,17000.48
66173,C066174,Sipho Dlamini,Individual,Eastern Cape,Gqeberha,2023-09-03,29529.6
66174,C066175,Mpho Mkhize,Individual,Gauteng,Pretoria,2025-03-04,39528.43
66175,C066176,Dumisani Pillay,Individual,Western Cape,Paarl,2021-04-08,3333.81
66176,C066177,Mandla Modise,Individual,Western Cape,Cape Town,2025-01-01,25877.95
66177,C066178,Phumzile Nkosi,Individual,Gauteng,Midrand,2023-11-15,8604.49
66178,C066179,Themba Ngcobo,Individual,Limpopo,Polokwane,2019-07-08,4271.18
66179,C066180,Tshepo Cele,Individual,Western Cape,Paarl,2022-09-13,13587.78
66180,C066181,Nomsa Pillay,Individual,Western Cape,George,2024-03-31,500.0
66181,C066182,Lindelwa Mabena,Individual,Gauteng,Johannesburg,2019-07-13,4437.37
66182,C066183,Kagiso Ngcobo,Individual,Kwazulu-Natal,Newcastle,2024-05-13,52520.18
66183,C066184,Thabo Williams,Business,Limpopo,Thohoyandou,2018-07-22,11917.12
66184,C066185,Nokuthula Khumalo,Individual,Kwazulu-Natal,Durban,2025-02-05,435988.55
66185,C066186,Bongani Pillay,Business,Gauteng,Sandton,2020-01-10,79413.25
66186,C066187,Dumisani Mokoena,Business,North West,Mahikeng,2018-09-27,28572.64
66187,C066188,Kabelo Moyo,Business,Kwazulu-Natal,Durban,2021-01-11,4089.78
66188,C066189,Bongani Jacobs,Business,Kwazulu-Natal,Durban,2021-05-01,4187.81
66189,C066190,Thabo Pillay,Business,Limpopo,Polokwane,2019-10-28,74065.64
66190,C066191,Nomsa Van Wyk,Individual,Kwazulu-Natal,Richards Bay,2023-04-30,15171.19
66191,C066192,Nandi Mahlangu,Individual,Eastern Cape,Mthatha,2023-08-29,1668.48
66192,C066193,Nandi Mthembu,Business,Free State,Bloemfontein,2021-01-18,7017.78
66193,C066194,Sibusiso Van Wyk,Individual,Gauteng,Midrand,2021-05-16,25774.6
66194,C066195,Phumzile Modise,Individual,Western Cape,Worcester,2020-03-29,10488.35
66195,C066196,Karabo Mabena,Business,Western Cape,Bellville,2018-08-12,1821.56
66196,C066197,Ayanda Ngcobo,Business,Gauteng,Midrand,2024-02-14,25313.51
66197,C066198,Lindelwa Mokoena,Individual,Gauteng,Centurion,2024-11-15,10350.05
66198,C066199,Lerato Molefe,Individual,Gauteng,Johannesburg,2018-03-24,35860.51
66199,C066200,Lerato Mkhize,Business,Western Cape,Stellenbosch,2025-08-07,60888.63
66200,C066201,Karabo Mokoena,Business,Western Cape,Cape Town,2022-03-22,5288.47
66201,C066202,Mpho Mthembu,Individual,Western Cape,Stellenbosch,2020-03-21,25557.16
66202,C066203,Bongani Nkosi,Business,Limpopo,Thohoyandou,2018-06-09,10274.75
66203,C066204,Mandla Mahlangu,Individual,Gauteng,Pretoria,2022-05-17,8914.17
66204,C066205,Zanele Molefe,Individual,Gauteng,Sandton,2024-11-18,2813.24
66205,C066206,Ayanda Dlamini,Individual,Gauteng,Soweto,2020-02-10,8003.18
66206,C066207,Dumisani Zulu,Individual,Gauteng,Midrand,2019-08-11,18146.71
66207,C066208,Nandi Ndlovu,Individual,Kwazulu-Natal,Newcastle,2025-12-27,9896.2
66208,C066209,Karabo Williams,Individual,Western Cape,Worcester,2026-03-03,39272.09
66209,C066210,Ayanda Molefe,Business,Limpopo,Tzaneen,2023-02-13,1782.95
66210,C066211,Ayanda Dlamini,Business,Western Cape,Bellville,2020-02-15,27314.54
66211,C066212,Siyabonga Naidoo,Individual,Free State,Welkom,2024-04-17,23523.95
66212,C066213,Kabelo Sithole,Individual,Eastern Cape,Grahamstown,2022-03-21,4110.01
66213,C066214,Thabo Cele,Enterprise,Western Cape,Bellville,2026-03-20,16266.94
66214,C066215,Dumisani Naidoo,Business,Free State,Bloemfontein,2020-11-25,72171.31
66215,C066216,Nandi Ngcobo,Individual,Gauteng,Soweto,2025-01-16,57849.11
66216,C066217,Dumisani Mthembu,Individual,Kwazulu-Natal,Pietermaritzburg,2023-05-25,25614.47
66217,C066218,Busisiwe Mkhize,Individual,Western Cape,George,2019-05-15,5754.34
66218,C066219,Amanda Mkhize,Individual,North West,Mahikeng,2019-10-08,4464.99
66219,C066220,Thabo Mokoena,Individual,Limpopo,Polokwane,2022-08-21,33496.79
66220,C066221,Nomsa Adams,Individual,Gauteng,Johannesburg,2022-11-18,97657.88
66221,C066222,Phumzile Jacobs,Individual,Gauteng,Midrand,2020-06-29,34209.26
66222,C066223,Ayanda Jacobs,Enterprise,Gauteng,Centurion,2025-07-18,25014.3
66223,C066224,Nokuthula Mkhize,Business,Gauteng,Midrand,2024-06-14,14211.61
66224,C066225,Sipho Pillay,Individual,Eastern Cape,Gqeberha,2019-12-24,29919.04
66225,C066226,Karabo Khumalo,Business,Kwazulu-Natal,Pietermaritzburg,2020-08-05,44712.53
66226,C066227,Zanele Mthembu,Individual,Kwazulu-Natal,Richards Bay,2023-09-17,9465.0
66227,C066228,Bongani Mkhize,Individual,Eastern Cape,Mthatha,2019-11-25,2571.54
66228,C066229,Lindelwa Williams,Individual,Mpumalanga,Witbank,2023-05-06,61894.58
66229,C066230,Nomsa Mthembu,Individual,Western Cape,Stellenbosch,2025-12-06,17450.69
66230,C066231,Sibusiso Naidoo,Individual,Gauteng,Soweto,2023-06-03,14977.86
66231,C066232,Busisiwe Jacobs,Individual,Gauteng,Centurion,2022-09-03,5581.52
66232,C066233,Zanele Moyo,Business,Gauteng,Midrand,2019-04-16,95255.0
66233,C066234,Mpho Molefe,Individual,Kwazulu-Natal,Richards Bay,2022-05-16,7836.13
66234,C066235,Lerato Williams,Individual,Gauteng,Pretoria,2018-05-15,500.0
66235,C066236,Tshepo Ndlovu,Business,North West,Mahikeng,2019-03-15,53775.71
66236,C066237,Lerato Williams,Individual,Gauteng,Johannesburg,2022-07-12,29966.29
66237,C066238,Nomsa Mokoena,Business,Gauteng,Centurion,2024-05-14,49874.31
66238,C066239,Mpho Cele,Individual,Kwazulu-Natal,Durban,2022-01-24,13171.61
66239,C066240,Lindelwa Cele,Business,Gauteng,Midrand,2025-11-17,1883.45
66240,C066241,Nomsa Modise,Business,Limpopo,Thohoyandou,2023-05-17,24211.51
66241,C066242,Sibusiso Adams,Individual,Limpopo,Thohoyandou,2020-09-16,15914.43
66242,C066243,Lerato Cele,Business,Free State,Kroonstad,2025-08-12,3268.62
66243,C066244,Themba Mahlangu,Individual,Gauteng,Soweto,2022-09-28,22428.84
66244,C066245,Ayanda Moyo,Individual,Gauteng,Midrand,2018-04-20,11857.48
66245,C066246,Ayanda Mahlangu,Individual,Western Cape,George,2024-09-21,56281.94
66246,C066247,Sibusiso Van Wyk,Business,Kwazulu-Natal,Durban,2024-09-20,144031.05
66247,C066248,Lwazi Ngcobo,Business,Eastern Cape,Grahamstown,2019-08-13,7372.99
66248,C066249,Lerato Mokoena,Individual,Kwazulu-Natal,Newcastle,2021-01-22,12818.49
66249,C066250,Precious Van Wyk,Business,Kwazulu-Natal,Pietermaritzburg,2020-08-27,1115.59
66250,C066251,Themba Mthembu,Business,Gauteng,Johannesburg,2021-09-05,44534.96
66251,C066252,Precious Botha,Business,Gauteng,Soweto,2024-10-12,59128.91
66252,C066253,Precious Botha,Individual,Eastern Cape,Gqeberha,2022-07-11,9678.65
66253,C066254,Dumisani Modise,Individual,Eastern Cape,Gqeberha,2024-02-09,121446.71
66254,C066255,Lwazi Moyo,Business,Limpopo,Tzaneen,2024-03-26,67005.38
66255,C066256,Sibusiso Williams,Individual,Western Cape,Worcester,2018-10-12,5227.17
66256,C066257,Themba Dlamini,Business,Free State,Kroonstad,2023-04-16,33675.85
66257,C066258,Sipho Ngcobo,Business,Limpopo,Tzaneen,2025-09-19,38581.17
66258,C066259,Dumisani Botha,Individual,Eastern Cape,Mthatha,2018-06-08,1927.27
66259,C066260,Busisiwe Mkhize,Individual,Limpopo,Thohoyandou,2021-07-29,7939.24
66260,C066261,Lindelwa Mabena,Individual,Kwazulu-Natal,Newcastle,2024-12-08,10216.45
66261,C066262,Sibusiso Mkhize,Individual,Free State,Welkom,2020-07-02,36638.06
66262,C066263,Lindelwa Molefe,Individual,Gauteng,Johannesburg,2020-06-04,30156.54
66263,C066264,Nokuthula Moyo,Individual,Mpumalanga,Middelburg,2025-06-12,5997.54
66264,C066265,Kagiso Mokoena,Business,Gauteng,Johannesburg,2021-02-21,75464.76
66265,C066266,Mpho Adams,Individual,Gauteng,Midrand,2021-01-21,6273.01
66266,C066267,Lindelwa Ndlovu,Individual,North West,Klerksdorp,2024-06-20,36332.34
66267,C066268,Nokuthula Mabena,Business,Eastern Cape,Gqeberha,2022-07-08,943.47
66268,C066269,Lindelwa Moyo,Business,Gauteng,Johannesburg,2025-04-27,9483.13
66269,C066270,Karabo Pillay,Individual,Gauteng,Johannesburg,2020-04-09,7853.11
66270,C066271,Precious Botha,Individual,Western Cape,Bellville,2023-02-12,7509.81
66271,C066272,Ayanda Modise,Business,Gauteng,Centurion,2023-08-31,16184.54
66272,C066273,Lindelwa Naidoo,Individual,Kwazulu-Natal,Richards Bay,2022-09-06,17450.67
66273,C066274,Bongani Mokoena,Individual,Gauteng,Soweto,2019-01-28,10464.6
66274,C066275,Mpho Jacobs,Individual,Free State,Kroonstad,2022-07-22,8024.5
66275,C066276,Themba Modise,Business,Limpopo,Polokwane,2023-09-04,7239.05
66276,C066277,Thabo Jacobs,Individual,Eastern Cape,Mthatha,2025-02-19,32424.58
66277,C066278,Busisiwe Mahlangu,Business,Western Cape,George,2026-03-23,3254.54
66278,C066279,Busisiwe Mokoena,Individual,Eastern Cape,Grahamstown,2021-07-30,2959.62
66279,C066280,Zanele Mahlangu,Enterprise,Kwazulu-Natal,Pietermaritzburg,2018-05-12,3725.41
66280,C066281,Lindelwa Adams,Business,Eastern Cape,Gqeberha,2020-01-16,6645.03
66281,C066282,Kagiso Molefe,Business,Gauteng,Johannesburg,2024-05-14,1903.85
66282,C066283,Zanele Nkosi,Individual,Kwazulu-Natal,Umhlanga,2020-02-06,5278.76
66283,C066284,Lindelwa Mahlangu,Individual,Western Cape,Cape Town,2019-07-26,13465.87
66284,C066285,Sipho Nkosi,Enterprise,Western Cape,Bellville,2022-01-04,22184.78
66285,C066286,Themba Mabena,Individual,Gauteng,Midrand,2018-10-31,1363.46
66286,C066287,Nomsa Jacobs,Individual,Kwazulu-Natal,Durban,2024-08-14,46007.26
66287,C066288,Tshepo Mokoena,Individual,Western Cape,Stellenbosch,2024-02-01,94961.15
66288,C066289,Thabo Botha,Business,Kwazulu-Natal,Newcastle,2018-09-18,24653.81
66289,C066290,Nokuthula Mokoena,Business,Gauteng,Midrand,2021-12-31,49230.42
66290,C066291,Thabo Adams,Individual,Western Cape,Worcester,2024-03-28,159584.02
66291,C066292,Themba Nkosi,Individual,Gauteng,Sandton,2020-05-07,164840.18
66292,C066293,Karabo Naidoo,Individual,Free State,Welkom,2022-10-18,33768.33
66293,C066294,Bongani Dlamini,Individual,Gauteng,Johannesburg,2021-04-20,23038.36
66294,C066295,Mpho Mokoena,Business,Kwazulu-Natal,Durban,2025-06-19,23473.92
66295,C066296,Lwazi Pillay,Individual,Kwazulu-Natal,Durban,2020-07-21,56624.65
66296,C066297,Nokuthula Khumalo,Business,Western Cape,Stellenbosch,2025-10-30,27933.06
66297,C066298,Nomsa Mokoena,Individual,Kwazulu-Natal,Richards Bay,2019-10-23,31880.08
66298,C066299,Lindelwa Williams,Individual,Mpumalanga,Witbank,2018-02-05,4663.28
66299,C066300,Nandi Van Wyk,Individual,Western Cape,Cape Town,2023-11-20,46244.75
66300,C066301,Thabo Botha,Individual,Gauteng,Sandton,2024-10-21,178140.37
66301,C066302,Bongani Sithole,Business,Eastern Cape,Grahamstown,2022-10-24,99006.48
66302,C066303,Sipho Mkhize,Business,Gauteng,Soweto,2021-07-25,2772.95
66303,C066304,Amanda Ngcobo,Individual,Gauteng,Centurion,2022-10-19,4519.67
66304,C066305,Amanda Khumalo,Business,Gauteng,Pretoria,2020-11-21,33872.13
66305,C066306,Mpho Modise,Individual,Kwazulu-Natal,Durban,2019-09-27,10345.8
66306,C066307,Amanda Williams,Business,Gauteng,Sandton,2025-06-21,78972.7
66307,C066308,Lindelwa Dlamini,Individual,Kwazulu-Natal,Newcastle,2019-07-20,24234.35
66308,C066309,Karabo Dlamini,Individual,Gauteng,Pretoria,2019-03-31,2726.82
66309,C066310,Lerato Jacobs,Business,Eastern Cape,Grahamstown,2022-12-26,1532.3
66310,C066311,Nomsa Zulu,Business,Gauteng,Sandton,2022-02-21,12076.02
66311,C066312,Nomsa Mabena,Individual,Limpopo,Thohoyandou,2026-03-17,6369.73
66312,C066313,Mandla Ngcobo,Business,Gauteng,Pretoria,2018-10-09,28889.75
66313,C066314,Sibusiso Pillay,Individual,Western Cape,Bellville,2024-02-25,27890.47
66314,C066315,Busisiwe Botha,Individual,Gauteng,Johannesburg,2023-06-18,14944.89
66315,C066316,Precious Moyo,Individual,Western Cape,Bellville,2022-11-15,3138.13
66316,C066317,Dumisani Molefe,Individual,Gauteng,Johannesburg,2022-04-24,67775.32
66317,C066318,Ayanda Khumalo,Individual,Free State,Welkom,2020-12-16,41879.49
66318,C066319,Amanda Nkosi,Individual,Kwazulu-Natal,Richards Bay,2019-01-11,40540.78
66319,C066320,Sipho Jacobs,Individual,Gauteng,Midrand,2026-01-29,9560.59
66320,C066321,Dumisani Zulu,Individual,Gauteng,Midrand,2019-11-25,20960.82
66321,C066322,Kagiso Jacobs,Individual,Gauteng,Pretoria,2021-02-25,9201.89
66322,C066323,Lwazi Molefe,Individual,Kwazulu-Natal,Umhlanga,2020-01-29,3578.31
66323,C066324,Bongani Ngcobo,Individual,Western Cape,Bellville,2024-07-30,64514.12
66324,C066325,Siyabonga Mthembu,Individual,Gauteng,Midrand,2019-12-10,19021.73
66325,C066326,Bongani Mokoena,Business,Limpopo,Tzaneen,2020-03-17,89679.21
66326,C066327,Lerato Moyo,Individual,Gauteng,Johannesburg,2023-07-25,17333.85
66327,C066328,Nandi Mokoena,Business,Gauteng,Sandton,2020-04-05,81738.25
66328,C066329,Kabelo Ngcobo,Enterprise,Gauteng,Pretoria,2022-10-09,92329.35
66329,C066330,Zanele Ngcobo,Business,Gauteng,Soweto,2022-01-12,21368.08
66330,C066331,Themba Jacobs,Enterprise,Gauteng,Johannesburg,2018-06-29,2280.39
66331,C066332,Ayanda Jacobs,Individual,Kwazulu-Natal,Durban,2018-10-07,37279.51
66332,C066333,Thabo Mabena,Business,Gauteng,Centurion,2024-06-25,3874.28
66333,C066334,Lwazi Mkhize,Individual,Gauteng,Pretoria,2025-08-07,6452.63
66334,C066335,Nokuthula Williams,Individual,Gauteng,Centurion,2021-06-11,28302.04
66335,C066336,Busisiwe Mthembu,Business,Gauteng,Soweto,2026-05-20,48085.66
66336,C066337,Zanele Mokoena,Individual,Gauteng,Centurion,2020-11-01,129457.03
66337,C066338,Busisiwe Ndlovu,Individual,Gauteng,Soweto,2020-05-14,6024.46
66338,C066339,Mandla Zulu,Business,Gauteng,Centurion,2024-05-29,18920.16
66339,C066340,Kabelo Mahlangu,Individual,Eastern Cape,Gqeberha,2024-09-10,42029.49
66340,C066341,Nandi Mthembu,Individual,Gauteng,Centurion,2021-12-17,7231.12
66341,C066342,Mandla Mthembu,Business,Gauteng,Soweto,2022-09-04,1625.35
66342,C066343,Mandla Cele,Business,Gauteng,Pretoria,2020-01-12,3102.87
66343,C066344,Thabo Khumalo,Individual,Gauteng,Johannesburg,2019-05-12,14491.53
66344,C066345,Kabelo Adams,Individual,Kwazulu-Natal,Pietermaritzburg,2019-07-30,2282.28
66345,C066346,Mpho Jacobs,Business,Gauteng,Pretoria,2019-06-02,14546.28
66346,C066347,Amanda Mkhize,Individual,Kwazulu-Natal,Richards Bay,2018-08-05,5539.05
66347,C066348,Kabelo Cele,Individual,Limpopo,Tzaneen,2023-12-21,4393.32
66348,C066349,Kagiso Maseko,Enterprise,Kwazulu-Natal,Umhlanga,2024-12-30,6226.02
66349,C066350,Nandi Pillay,Individual,Western Cape,Bellville,2022-11-18,28660.23
66350,C066351,Nokuthula Maseko,Business,Western Cape,Bellville,2021-04-30,2778.76
66351,C066352,Precious Mahlangu,Enterprise,Gauteng,Pretoria,2024-06-28,1668.54
66352,C066353,Amanda Mabena,Business,Gauteng,Centurion,2023-05-06,20129.8
66353,C066354,Karabo Mthembu,Individual,Gauteng,Soweto,2018-04-09,2479.94
66354,C066355,Sibusiso Cele,Individual,Western Cape,George,2018-08-28,65301.99
66355,C066356,Busisiwe Ndlovu,Individual,Gauteng,Sandton,2022-12-20,16262.79
66356,C066357,Mpho Mahlangu,Enterprise,Gauteng,Soweto,2021-11-19,70270.7
66357,C066358,Thabo Dlamini,Business,Free State,Welkom,2022-02-15,3238.48
66358,C066359,Lindelwa Molefe,Individual,Kwazulu-Natal,Newcastle,2022-03-26,7114.36
66359,C066360,Mpho Van Wyk,Individual,Gauteng,Midrand,2022-02-19,2720.38
66360,C066361,Themba Adams,Business,Gauteng,Sandton,2025-06-06,97242.85
66361,C066362,Sipho Moyo,Business,Gauteng,Soweto,2019-12-05,1571.69
66362,C066363,Karabo Modise,Business,Western Cape,George,2020-04-25,7522.35
66363,C066364,Ayanda Khumalo,Business,Gauteng,Midrand,2020-02-16,42390.47
66364,C066365,Lwazi Mokoena,Business,Gauteng,Sandton,2018-12-24,10911.08
66365,C066366,Nomsa Modise,Individual,Gauteng,Pretoria,2018-09-14,19415.84
66366,C066367,Kabelo Botha,Enterprise,Kwazulu-Natal,Pietermaritzburg,2025-04-06,21428.75
66367,C066368,Tshepo Nkosi,Individual,Gauteng,Sandton,2026-02-19,4461.79
66368,C066369,Karabo Zulu,Business,Gauteng,Johannesburg,2025-05-01,10299.93
66369,C066370,Bongani Pillay,Individual,Western Cape,Stellenbosch,2023-09-29,286200.78
66370,C066371,Nokuthula Mkhize,Individual,Kwazulu-Natal,Umhlanga,2020-07-08,7114.94
66371,C066372,Lerato Sithole,Individual,Mpumalanga,Witbank,2021-05-08,71883.9
66372,C066373,Bongani Mahlangu,Individual,Gauteng,Pretoria,2021-04-01,14944.89
66373,C066374,Sipho Naidoo,Individual,Kwazulu-Natal,Newcastle,2025-06-04,2223.5
66374,C066375,Lindelwa Modise,Individual,Gauteng,Centurion,2023-04-06,23890.52
66375,C066376,Phumzile Van Wyk,Individual,Kwazulu-Natal,Umhlanga,2022-12-05,3007.72
